Amt_to_Balance,Amt_to_AvgAmt,Duration_to_Amt,TimeSinceLastTxn,TxnCount_24h,TxnCount_1h,LocationAnomalyScore,TxnAmt,LoginAttempts_log,TxnDuration,Anomaly,IsAnomaly,AnomalyScore
0.0027561465589246137,0.030583988911249683,5.748757984386089,1117017.0,1.0,1.0,0.20885681914165052,14.09,0.6931471805599453,81,1,False,0.13861553234823842
0.027345189408172595,1.2351010148380197,0.374760790984478,692511.0,1.0,1.0,0.17729412802052646,376.24,0.6931471805599453,141,1,False,0.15949467169037007
0.11252283155878293,0.532762421033759,0.4434238657059149,8473318.0,1.0,1.0,0.10799299743333121,126.29,0.6931471805599453,56,1,False,0.15949790368810174
0.021530949719105713,0.7801804563738522,0.13550135501355012,864492.0,1.0,1.0,0.20885681914165052,184.5,0.6931471805599453,25,1,False,0.16800562272787395
0.0018103749966349907,0.047899429005567484,14.721189591078067,3546468.0,1.0,1.0,0.10357396515067639,13.45,0.6931471805599453,198,1,False,0.09576221846210026
0.11788711493194147,0.4404744122128283,1.8665219750406945,5101574.0,1.0,1.0,0.3514107385331158,92.15,0.6931471805599453,172,1,False,0.15770445171099706
0.0005316628506590593,1.0,19.63276836158192,,1.0,1.0,0.5075310454744655,7.08,0.6931471805599453,139,1,False,0.08100437590445703
0.061303750751008496,0.7418118423818296,1.6975848792439623,1473921.0,1.0,1.0,0.2973320443369751,171.42,0.6931471805599453,291,1,False,0.10761466948397957
0.011679864191205414,1.4563026938104053,0.8095641532523769,,1.0,1.0,0.46840300748808883,106.23,0.6931471805599453,86,1,False,0.14961335396876896
0.7984890593807492,1.3792427315753888,0.14706603264865925,,1.0,1.0,0.2631584158259507,815.96,0.6931471805599453,120,1,False,0.11627514917196735
0.0023396214497757753,0.0612934362934363,3.3183352080989876,1206502.0,1.0,1.0,0.8461483643825799,17.78,0.6931471805599453,59,1,False,0.03271115364901822
0.12429275057070534,0.8788097015664952,0.9104304810019997,,1.0,1.0,0.21676256535161145,190.02,0.6931471805599453,173,1,False,0.17396608108073974
0.30525549067295465,1.7164078950413033,0.22446008250424654,,1.0,1.0,0.24849572531344533,494.52,0.6931471805599453,111,1,False,0.16275533263151187
4.121250461278929,1.771673975365718,0.15733729021694637,1206967.0,1.0,1.0,0.21676256535161145,781.76,0.6931471805599453,123,1,False,0.00945947200641839
0.55676324475711,0.590867542209458,0.8024432600754535,,1.0,1.0,0.11882118993641314,166.99,0.6931471805599453,134,1,False,0.14634572169146842
0.1343080732007133,1.3846703059691503,0.27715114405414115,7767344.0,1.0,1.0,0.4291768460567304,465.45,0.6931471805599453,129,1,False,0.15175892400473778
0.4913105740501741,1.2829466950256385,0.28427491903562435,3452576.0,1.0,1.0,0.2668247848588493,555.8,0.6931471805599453,158,1,False,0.1504523662759641
0.0964643628044783,1.422440037898645,0.4747124338141318,6227005.0,1.0,1.0,0.18245634419260642,492.93,0.6931471805599453,234,1,False,0.1272839326878069
0.002350167392811356,0.1283662546098695,5.674518201284797,,1.0,1.0,0.8461483643825799,18.68,0.6931471805599453,106,1,False,0.03975305972516474
0.010882091894911999,0.17639614040901513,2.3642977056519303,11148650.0,1.0,1.0,0.23092149622604177,71.48,0.6931471805599453,169,1,False,0.14099161327207144
0.010314925168104415,0.2019443539327209,0.6405933917734322,4235786.0,1.0,1.0,0.3952293858553137,59.32,0.6931471805599453,38,1,False,0.161490516573349
0.009377675294302872,0.24628622841609554,1.0842952081147255,955622.0,1.0,1.0,0.3525932564381386,85.77,0.6931471805599453,93,1,False,0.15779429313346555
0.005816201351988261,0.13124357689031924,2.2988505747126435,7267603.0,1.0,1.0,0.2752598000652125,52.2,0.6931471805599453,120,1,False,0.16210749811385566
0.24658823529411764,1.3129286708567087,0.41059449456396024,93744.0,1.0,1.0,0.4311709592875643,345.84,1.3862943611198906,142,1,False,0.06638736861936329
0.07537183577080829,0.7516224730448553,0.6596124776693693,3885308.0,1.0,1.0,0.12949658838859437,145.54,0.6931471805599453,96,1,False,0.1822558559453828
0.0020607097755779755,0.04560399415489527,36.84913217623498,13302530.0,1.0,1.0,0.17729412802052646,7.49,0.6931471805599453,276,-1,True,-0.031506642818535435
0.36671864557807976,0.7766356168979237,0.6398574494796095,1809751.0,1.0,1.0,0.23023345367141013,246.93,1.791759469228055,158,1,False,0.04174766866492402
0.015008263478403288,0.17878363278409395,2.3561507936507935,5009812.0,1.0,1.0,0.22185114815317275,40.32,0.6931471805599453,95,1,False,0.16988969205173948
0.07192194395223639,0.7912147361139441,1.5457041977245978,,1.0,1.0,0.2631584158259507,127.45,0.6931471805599453,197,1,False,0.15675199044703703
0.041555386220213215,0.2265832997176281,5.038276660138864,,1.0,1.0,0.24390057806481388,56.17,0.6931471805599453,283,1,False,0.11483739334414839
0.0033967366851161505,0.12118265761633949,0.7064641469445426,3973487.0,1.0,1.0,0.20076719705764554,28.31,0.6931471805599453,20,1,False,0.1589812176482469
0.006018135843740203,0.1463299070410483,4.347090663058187,1033927.0,1.0,1.0,0.18480501903641072,59.12,0.6931471805599453,257,1,False,0.11314770629159804
0.040912679370288384,1.0213045494358286,0.42376087779038973,1028853.0,1.0,1.0,0.22543333566206192,396.45,1.3862943611198906,168,1,False,0.08620456241289587
2.2000250626566413,2.5330819582249195,0.17087980314646678,,1.0,1.0,0.35567755483230307,877.81,0.6931471805599453,150,1,False,0.037744112752577164
0.01722882287709058,1.289361229252326,0.19587871190159054,2676943.0,1.0,1.0,0.26313987814959167,255.26,0.6931471805599453,50,1,False,0.17496556347947928
0.021641987815540043,0.6228314970221307,0.3606925296569413,3024472.0,1.0,1.0,0.2918838936333988,124.76,0.6931471805599453,45,1,False,0.18580860282874845
